itemName,priceSale,priceDiscounted,priceOrigin,foodExplain,weight,kcal
[참프레]동물복지 수비드 닭가슴살 3종(냉장),0%,"2,800",0,"

                                    From. 밥상주치의 그리팅


",130g,130kcal
[그리팅] 무항생제 우유,0%,"3,900",0,"새벽 5시에 갓 짠 그리팅 무항생제 우유는 경기도 이천의 지정 목장에서 당일 착유, 당일 생산해 가장 신선한 상태로 식탁에 오릅니다.HACCP 인증을 받은 9만평 목초지에서 건강하게 기른 소, 위생적인 시설에서 가공한 1A 등급(세균수 기준) 프리미엄 우유. 믿고 먹을 수 있는 우유의 모든 조건을 한 병에 담았습니다. 그리팅이 선택한 무항생제 우유로 원유 그대로의 신선함을 느껴보세요!※ 주말은 목장 휴무로 금요일 오후 7시부터 일요일 오후 7시까지는 주문이 불가합니다. 당일 생산, 당일 출고 상품으로 고객님의 이해 부탁드립니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",900ml,594kcal
부드러운 소불고기 반미 샌드,0%,"4,500",0,"부드러운 소불고기 반미 샌드를 준비했어요.반을 가른 고소한 반미 브레드 속에 소불고기와 신선한 채소를 가득 담았어요. 부드러운 소불고기는 달콤한 간장 양념으로 볶아서 넣었고, 새콤달콤한 무 당근 절임은 느끼함을 잡아줘 더욱 맛있게 즐길 수 있답니다.맛있고 건강한 재료들이 한데 어우러져 든든한 한 끼 식사로 제격이에요. 바쁜 시간에 간편한 한 끼 식사 대용으로, 나들이의 샌드위치로 드셔도 좋습니다. 그리팅에서 이국적인 샌드위치를 즐겨보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",145g,310kcal
[I like Eat] 베이컨치즈토마토 샌드위치,5%,"3,890","4,100","기분 좋은 하루를 만들어 줄 담백한 베이컨 치즈 토마토 샌드위치를 소개해요. 곡물 식빵에는 짭조름한 베이컨과 달콤한 허니머스타드 소스를 넣어 만든 베이컨 샐러드를 듬뿍 담았어요. 여기에 고소한 치즈와 아삭한 채소로 든든함을 더했어요. 신선하고 맛있는 샌드위치와 함께 영양이 가득한 한 끼를 지금 만나보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",169g,420kcal
[I like Eat] 크랜베리&치킨 샌드위치,5%,"3,990","4,200","달콤한 크랜베리와 담백한 닭가슴살의 조화는 맛이 없을 수 없죠! 부드러운 곡물 식빵에 신선한 양상추와 토마토를 넣어 건강한 맛을 살렸어요. 아삭한 오이피클의 새콤달콤함은 자칫 느끼할 수 있는 맛도 잡아주죠. 든든하고 간편하게 먹을 수 있는 크랜베리&치킨 샌드위치를 지금 만나보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",182g,470kcal
[비락]오늘의 샤인머스캣(5입),0%,"6,000",0,"국내산 샤인머스캣과 저분자 피쉬콜라겐으로 만든 상큼한 과채주스 비락의 오늘의 샤인머스캣(5입)이에요.국내산 샤인머스캣과 칠레산 백포도, 청포도로 맛을 낸 과즙함량 95%의 오늘의 샤인머스캣을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",110ml*5입,0kcal
[비락]올바른 무항생제 우유(5입),0%,"6,000",0,"우리 아이 첫 우유로 제격인 올바른 무항생제 우유(5입)를 소개해요.신선한 국내산 1A 무항생제 원유를 자연친화적인 패키지 Ecolean에 담았어요. Ecolean 패키지는 전자레인지에 가열해도 안전해요.전자레인지에 700w 15초만 데우면 분유의 온도와 유사한 온도로 맞출 수 있어 갓 분유를 뗀 유아에게 거부감 없이 섭취가 가능하답니다.제품 뒷면에 QR코드로 제품 생산 당시 집유 목장과 무항생제 인증서를 확인하실 수 있어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",110ml*5입,0kcal
[비락]올바른 유기농 식혜(5입),0%,"6,000",0,"비락 올바른 유기농식혜는 전통방식을 그대로 살려 식혜 본연의 맛을 보존하여 고유 맛을 살렸어요.엿기름, 쌀페이스, 설탕 등 원료 모두를 100% 유기농으로만 구성되어 유기가공식품 인증을 받았어요. 전자레인지에 간편하게 데워 드시면 따뜻한 식혜의 풍미도 즐기실 수 있어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",110ml*5입,150kcal
올리브 리코타치즈 샐러드,0%,"8,000",0,"블랙 올리브 볶음의 향긋한 풍미를 입안 가득 느낄 수 있는 고급스러운 샐러드를 소개해요. 담백한 리코타 치즈와 루꼴라의 신선하면서도 쌉싸름함의 조화가 매력적인 샐러드에요.여기에 통통한 칵테일 새우구이와 당근 라페 토핑은 풍부한 식감과 든든함을 더해주죠. 발사믹 글레이즈 드레싱을 곁들여 건강한 샐러드 한 끼를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",230g,320kcal
월남쌈 샐러드&라이스페이퍼,0%,"9,500",0,"다채로운 색감에 눈도 즐겁고, 입안 가득 신선함을 선사해 줄 월남쌈 샐러드를 준비했어요. 샐러드에는 짭조름한 돼지고기볶음부터 치커리, 양상추, 적재 등 15가지 이상의 다양한 재료를 담았어요. 라이스 페이퍼에 재료를 감싼 뒤, 취향에 따라 스리라차 소스나 참깨마요 드레싱과 함께 드세요. 쫀득한 라이스페이퍼와 신선한 채소의 식감이 기분 좋은 한 끼를 완성해 줄 거예요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",413g,702kcal
월남쌈 샐러드,0%,"8,500",0,"다채로운 색감에 눈도 즐겁고, 입안 가득 신선함을 선사해 줄 월남쌈 샐러드를 준비했어요. 샐러드에는 짭조름한 돼지고기볶음부터 치커리, 양상추, 적재 등 15가지 이상의 다양한 재료를 담았어요. 취향에 따라 스리라차 소스나 참깨마요 드레싱과 함께 드시면 신선한 채소의 맛을 더욱 맛있게 즐길 수 있을 거예요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",313g,355kcal
참나물 미트파스타 샐러드,0%,"5,800",0,"파스타와 샐러드를 동시에 즐길 수 있는 매력적인 샐러드를 소개해요. 담백한 돼지고기는 쪽파와 함께 볶아 풍미를 더했고, 쫀득한 식감의 구운 버섯도 함께 담았어요. 숏파스타인 카사레치아와 함께 섞어 즐겨보세요. 향긋한 참나물과 상큼한 레몬 드레싱으로 산뜻함까지 가득 채웠답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",155g,280kcal
[하림]IFF 동물복지 한입 쏙 닭가슴살 청양고추,0%,"10,500",0,"닭 가슴살을 한 입 크기로 커팅 하여 따로 손질할 필요 없는 하림의 동물복지 한입 쏙 닭 가슴살을 소개해요.영하 35도 이하에서 40분간 급속 동결하는 IFF(Individual Fresh Frozen) 기법을 사용해 육질이 신선하고 식감이 촉촉해요.청양고추가 들어있어 매콤한 맛을 느낄 수 있는 한입 쏙 닭 가슴살 청양고추를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",500g,550kcal
[하림]IFF 동물복지 한입 쏙 닭가슴살 오리지널,0%,"10,500",0,"닭 가슴살을 한 입 크기로 커팅 하여 따로 손질할 필요 없는 하림의 동물복지 한입 쏙 닭 가슴살을 소개해요.영하 35도 이하에서 40분간 급속 동결하는 IFF(Individual Fresh Frozen) 기법을 사용해 육질이 신선하고 식감이 촉촉해요.소금, 후추로 간이 되어 있어 담백한 닭 가슴살 본연의 맛을 즐길 수 있는 한입 쏙 닭 가슴살 오리지널을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",500g,575kcal
뿌리채소 치킨 샐러드,0%,"7,500",0,"채소 본연의 풍미를 그대로 담은 뿌리채소 치킨 샐러드를 소개해요. 잎채소와 조화롭게 어우러지는 연근과 비트는 아삭아삭한 식감을 선사해 줘요. 여기에 한입에 먹기 좋은 바질 닭살 구이를 넣어 영양을 더했답니다. 고소한 참깨 마요 드레싱을 얹어 더욱 건강하고 맛있는 샐러드를 즐겨 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",240g,355kcal
[풀무원]동물복지 지구식단 수비드 닭가슴살 3종(냉동),0%,"3,480",0,"

                                    From. 밥상주치의 그리팅


",115g,0kcal
옛날도시락 샐러드,0%,"6,200",0,"그때 그 시절 추억이 몽글몽글 떠오르는 옛날 도시락을 샐러드로 구현했어요. 백미 대신 탱글한 식감의 찰보리는 잔멸치와 버터에 볶아 고소한 맛을 자랑해요. 유기농 현미 식초와 새우 가루에 볶은 새콤한 배추 볶음과, 오븐에 구운 베이컨은 샐러드를 더욱 풍성하게 만들어주죠. 참기름과 김가루를 뿌려 야무지게 비벼 주면 간편하지만 영양 가득한 샐러드 한 끼가 완성돼요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",143g,165kcal
[하루견과] 미라클모닝 20g*20입 세트,0%,"20,000",0,"여러 가지 종류의 견과와 초코 밀크 프로틴 볼까지 들어가 맛과 영양까지 채운 하루견과 미라클 모닝 20입 세트를 소개해요.아몬드, 호두, 피칸, 캐슈너트 그리고 달콤한 단백질 초코 밀크 프로틴 볼까지 들어가 다양한 견과류와 달콤한 초콜릿을 한 번에 즐길 수 있답니다.초코 밀크 프로틴 볼은 우유를 잘 못 드시는 분들도 편하게 드실 수 있도록 분리 우유 단백(MPI)과 단백질 순도가 높은 분리 유청 단백(WPI)을 적용한 프로틴 볼이에요.20g씩 소포장해서 담아내어 하루 한봉 간편하게 하루견과 미라클 모닝을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",20g*20입,2520kcal
[인테이크] 닥터넛츠 다크초콜릿 호두,0%,"9,000",0,"초콜릿으로 달콤하게 감싼 프리미엄 견과의 품격, 인테이크의 닥터넛츠 다크초콜릿을 소개해요.고소함 프리미엄 견과 호두를 달콤한 코코아 버터를 사용한 리얼 초콜릿으로 한 번, 쌉싸름한 코코아 파우더로 또 한 번 감싸 품격이 다른 맛의 퀄리티를 느낄 수 있답니다. 한 팩 당 30g 소포장으로 한 번에 먹기 딱 좋은 양으로 가볍게 즐겨보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",30g*5입,185kcal
[인테이크] 닥터넛츠 다크초콜릿 아몬드,0%,"9,000",0,"초콜릿으로 달콤하게 감싼 프리미엄 견과의 품격, 인테이크의 닥터넛츠 다크초콜릿을 소개해요.고소함 프리미엄 견과 아몬드를 달콤한 코코아 버터를 사용한 리얼 초콜릿으로 한 번, 쌉싸름한 코코아 파우더로 또 한 번 감싸 품격이 다른 맛의 퀄리티를 느낄 수 있답니다. 한 팩 당 30g 소포장으로 한 번에 먹기 딱 좋은 양으로 가볍게 즐겨보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",30g*5입,145kcal
[인테이크] 모닝죽 알밤,15%,"2,040","2,400","아침엔 간편하고 건강하고 가볍게! 인테이크의 모닝 죽을 소개해요.스파우트형 죽으로 바쁜 일상에 아침 준비 1초 컷으로 식사를 대용할 수 있는 식품이에요. 부담 없는 칼로리와 부드러운 목 넘김으로 간단히 드실 수 있으며 출출한 오후 간식과 야식으로도 즐겨보세요.인기쟁이 모닝 죽 알밤은 촉촉한 국산 알밤을 사용하여 달고 부드러운 바밤바 맛으로 남녀노소 좋아하는 맛이랍니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",130g,90kcal
[인테이크] 모닝죽 단호박,15%,"2,040","2,400","아침엔 간편하고 건강하고 가볍게! 인테이크의 모닝 죽을 소개해요.모닝 죽은 국산 단호박을 사용한 스파우트형 죽으로 바쁜 일상에 아침 준비 1초 컷으로 식사를 대용할 수 있는 식품이에요.부담 없는 칼로리와 부드러운 목 넘김으로 간단히 드실 수 있으며 출출한 오후 간식과 야식으로도 즐겨보세요.인기폭발 모닝 죽 단호박은 달달한 단호박과 풍미 가득한 쌀알이 톡톡 튀는 식감이 일품이랍니다 
                            	
                                
                                    From. 밥상주치의 그리팅


",130g,75kcal
[인테이크] 모닝죽 꿀고구마,15%,"2,040","2,400","아침엔 간편하고 건강하고 가볍게! 인테이크의 모닝 죽을 소개해요.모닝 죽은 국산 고구마를 사용한 스파우트형 죽으로 바쁜 일상에 아침 준비 1초 컷으로 식사를 대용할 수 있는 식품이에요.부담 없는 칼로리와 부드러운 목 넘김으로 간단히 드실 수 있으며 출출한 오후 간식과 야식으로도 즐겨보세요.꿀처럼 달콤한 모닝 죽 꿀 고구마는 마치 꿀을 넣은 듯한 달콤한 맛이 일품이랍니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",130g,80kcal
[인테이크] 모닝죽 귀리,15%,"2,040","2,400","아침엔 간편하고 건강하고 가볍게! 인테이크의 모닝 죽을 소개해요.스파우트형 죽으로 바쁜 일상에 아침 준비 1초 컷으로 식사를 대용할 수 있는 식품이에요.부담 없는 칼로리와 부드러운 목 넘김으로 간단히 드실 수 있으며 출출한 오후 간식과 야식으로도 즐겨보세요.고소함이 일품인 모닝죽 귀리는 국산 농산물 귀리로 만들어 담백하고 고소한 맛이 특징이랍니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",130g,80kcal
치킨 스테이크 샐러드,0%,"7,500",0,"큼직한 닭가슴살을 담백하게 구워 토핑으로 올린 치킨 스테이크 샐러드입니다. 새콤한 무 비트 절임을 곁들여 산뜻하고 톡톡 튀는 맛을 더했어요. 건강한 포만감을 채워줄 단호박 구이와 캐슈넛을 함께 담았으니 균형 잡힌 한 끼 식사로 충분할 거예요. 설탕 대신 알룰로스로 가볍게 만든 그리팅 특제 머스타드 드레싱을 골고루 섞어 든든하고 맛있게 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",272g,380kcal
양장피 샐러드,0%,"7,500",0,"여름철 입맛 돋우는 이색적인 냉채 샐러드입니다. 새콤하고 톡 쏘는 맛이 일품인 양장피와 굴소스에 볶은 돼지고기, 해산물, 계란 지단까지 푸짐한 토핑으로 근사한 요리같은 샐러드를 구현했어요. 그리팅 특제 겨자 드레싱은 알싸한 겨자에 배 퓨레와 올리고당으로 단맛을 더해 건강하게 즐길 수 있답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",265g,280kcal
풍기리소토 샐러드,0%,"5,800",0,"버섯을 활용해 이탈리아식으로 즐길 수 있는 풍기리소토 샐러드를 선보여요. 오늘의 주인공인 버섯은 오븐에 노릇하게 구워 특유의 쫄깃한 식감과 진한 향을 살렸어요. 곡물을  넣어 고소하게 볶은 버섯볶음과 닭가슴살도 토핑으로 함께 준비했으니 든든하게 즐겨보세요. 알싸하면서도 부드러운 맛을 더해줄 양파 치즈 마요 드레싱을 곁들이면 풍미가 더욱 깊어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",160g,210kcal
[아몬드브리즈] 언스윗 950ml,0%,"3,980",0,"푸드 얼리어답터 사이에서 큰 인기를 끌고 있는 아몬드 음료, 아몬드 브리즈를 소개합니다. 100% 캘리포니아산 프리미엄 아몬드를 갈아 압착한 후, 물과 혼합하여 만들어 남녀노소 모두 가볍게 즐길 수 있습니다.커피에 아몬드 브리즈를 섞어 고소한 라떼로 즐기셔도 좋고요, 과일이나 시리얼과 함께 섞어 식사 대용으로 드시면 든든하실 거예요. 담백한 맛으로 부담 없이 풍부한 포만감을 원하시는 분들께 안성맞춤이랍니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",950ml,190kcal
[바삭하고] 고구마칩 5입,0%,"17,500",0,"바삭한 식감이 매력적이고 건강하고 고소한 단맛이 입안 가득 퍼지는 '바삭하고 고구마칩'을 소개해요. 국내산 구운 고구마의 껍질을 벗긴 후, 수분은 모두 날리고 먹기 좋게 구워냈습니다. 한 팩에는 110~120g의 꿀 고구마로 유명한 해남 숙성 고구마가 들어가 있어요. 칩 그 자체로도 맛있지만, 잘게 부셔서 요거트나 아이스크림 토핑으로 곁들이면 더욱 좋아요. 하나만 먹기 아쉬운 바삭하고를 5입 세트로 만나보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",200g,750kcal
[그리팅] 무가당 요거트,20%,"4,400","5,500","그리팅 무가당 요거트는 경기도 이천의 지정 목장에서 당일 착유, 당일 생산한 원유에 제주 용암해수 프로바이오틱스를 첨가하여 신선한 상태로 식탁에 오릅니다.HACCP 인증을 받은 9만평 목초지에서 건강하게 기른 소, 위생적인 시설에서 가공한 1A 등급(세균수 기준) 프리미엄 우유에 프로바이오틱스를 첨가하여 건강함을 한 병에 담았습니다. 그리팅이 선택한 무가당 요거트로 신선함을 느껴보세요!  
                            	
                                
                                    From. 밥상주치의 그리팅


",500ml,300kcal
해물 볶음밥 키트,0%,"3,500",0,"별다른 반찬 없이도 한 그릇 뚝딱 즐기기 좋은 해물 볶음밥 키트를 소개해요. 볶음밥 키트에는 아이들이 좋아하는 탱글탱글한 새우와 오징어, 옥수수를 듬뿍 넣었어요. 신선한 국산 호박, 양파, 당근을 사용해 안심하고 드실 수 있답니다. 자극적이지 않고 삼삼한 맛으로 만족스럽고 푸짐한 아이들 밥상을 완성해 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",110g,95kcal
[I like Eat] 베이컨 시저 샐러드,0%,"5,400",0,"짭조름한 감칠맛을 더해줄 베이컨볶음과 바삭한 크루통이 어우러진 담백한 샐러드를 준비했어요. 오븐에 노릇하게 구워낸 국산 감자, 당근, 오이는 큼지막하게 썰어내 든든한 포만감을 선사해요. 여기에 라이코펜, 베타카로틴이 풍부한 썬드라이 토마토를 토핑으로 올려보세요. 그리팅이 직접 만든 양파 치즈 마요 드레싱까지 곁들이면 맛과 영양을 가득 담은 한 끼를 즐기실 수 있을 거예요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",143g,280kcal
[I like Eat] 치킨텐더 흑미 샐러드,0%,"5,400",0,"부드럽고 담백한 국산 닭안심살 텐더를 토핑으로 듬뿍 올린 샐러드를 선보여요. 기름에 튀기지 않고 오븐에 담백하게 구워내 더욱 건강하게 즐길 수 있어요. 여기에 쫀득한 식감의 진흑미와 아삭한 방울토마토 토핑으로 재밌는 식감까지 놓치지 마세요. 신선한 샐러드에 직접 만든 머스타드 드레싱을 골고루 섞어 맛과 영양을 가득 담은 한 끼를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",166g,250kcal
[I like Eat] 크랜베리 치킨 샐러드,0%,"5,400",0,"그리팅이 엄선한 4가지 잎채소에 닭가슴살과 크랜베리로 상큼함을 더한 샐러드를 선보여요. 부드러운 국산 닭가슴살은 블랙페퍼로 마리네이드 하여 담백하답니다. 식이섬유, 비타민C가 풍부한 크랜베리와 무염 아몬드를 곁들이면 더욱 건강하게 즐길 수 있어요. 여기에 그리팅이 직접 만든 참깨 마요 드레싱을 섞어 담백하고 고소한 샐러드를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",169g,270kcal
[키알라퓨어푸드] 유기농 팬케익 믹스 오리지널,0%,"14,000",0,"호주에서 가장 큰 유기농 곡물 제분 및 유기농 가공식품 회사로 100% 유기농 제품만을 생산하는 [키알라퓨어푸드]의 팬케익 믹스를 소개해요. 팬케익 믹스는 별도의 계량이 필요 없이, 우유만 부어 위아래로 흔들어주면 반죽이 완성된답니다. 밀가루, 설탕, 해바라기씨유 모두 유기농 재료를 사용해 간편함과 동시에 건강함도 챙겼어요. 우유의 담백함이 더해져 고소한 풍미는 물론, 겉은 바삭하고 속은 촉촉한 팬케익을 집에서도 쉽게 만드실 수 있습니다. 완성된 팬케익 위에 요거트를 뿌려드셔도 좋고, 취향대로 토핑을 얹어 드시면 근사한 홈 카페가 완성됩니다! 
                            	
                                
                                    From. 밥상주치의 그리팅


",345g,1529kcal
[바삭하고] 고구마칩,0%,"3,500",0,"바삭한 식감이 매력적이고 건강하고 고소한 단맛이 입안 가득 퍼지는 '바삭하고 고구마칩'을 소개해요. 국내산 구운 고구마의 껍질을 벗긴 후, 수분은 모두 날리고 먹기 좋게 구워냈습니다. 한 팩에는 110~120g의 꿀 고구마로 유명한 해남 숙성 고구마가 들어가 있어요. 칩 그 자체로도 맛있지만, 잘게 부셔서 요거트나 아이스크림 토핑으로 곁들이면 더욱 좋아요. '바삭하고 고구마칩'으로 간편하고 건강한 간식을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",40g,150kcal
계란듬뿍 모닝샌드&모짜렐라 샐러드,0%,"6,900",0,"그리팅과 베즐리가 만나 알찬 구성의 런치박스를 선보여요! 샌드위치는 부드러운 베즐리의 모닝빵에 영양 가득한 국산 계란을 듬뿍 넣었어요. 양상추, 그린 치커리, 청상추와 라디치오 네 가지 샐러드는 그리팅이 엄선해 더욱 신선해요. 여기에 토마토, 올리브, 모짜렐라 치즈 등 토핑을 한껏 올렸답니다. 제공되는 산뜻한 발사믹 비네거 드레싱을 함께 곁들여 꽉 채운 런치 박스로 든든함을 채워보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",234g,470kcal
불고기 퀘사디아,0%,"9,500",0,"오늘은 특별한 재료 없이 간편하게 브런치로 즐기기 좋은 퀘사디아를 준비했어요. 달콤한 양념이 배어든 불고기에, 각종 야채를 넣어 맛과 영양을 모두 챙겼답니다. 쭈욱 늘어나는 모차렐라 치즈에 타코 드레싱을 듬뿍 찍어 한 입 베어 물어보세요. 간단하지만 근사한 퀘사디아 브런치가 행복한 하루의 시작을 만들어줄 거예요.  
                            	
                                
                                    From. 밥상주치의 그리팅


",272g,625kcal
[프레드앤프렌즈] 디너위너 키즈 플레이트 4종,0%,"26,000",0,"

                                    From. 밥상주치의 그리팅


",0g,0kcal
소고기 메추리알조림,10%,"6,750","7,500","남녀노소 모두에게 사랑받는 국민 밑반찬이 있다면, 그건 바로 소고기 메추리알 조림 아닐까요? 부드러운 소고기는 먹기 좋게 찢어 어간장에 졸였고, 담백한 메추리알은 고소함을 더해준답니다. 입안에 맴도는 기분 좋은 짭조름함이 더욱 기분 좋은 한 끼를 완성해 줄 거예요.

                                    From. 밥상주치의 그리팅


",250g,350kcal
[바삭] 현미누룽지 크래커 3종,0%,"4,000",0,"

                                    From. 밥상주치의 그리팅


",80g,316kcal
[잇츠베러] 비건 크래커 6가지 맛 ,0%,"2,500",0,"식물성 원재료로 만든 건강한 비건 스낵, 잇츠베러 크래커를 소개해요. 잇츠베러의 크래커는 밀과 유기농 원당을 배합해 기름에 튀기지 않고 오븐에 담백하게 구워냈어요. 바삭하고 많이 달지 않아 한 봉을 다 먹어도 속이 편하고 부담이 없죠. 게다가 영국 채식협회의 엄격한 비건 인증을 받은 제품으로 베지테리언도 걱정 없이 즐길 수 있는 똑똑한 과자랍니다.취향에 따라 골라 드실 수 있도록 여섯가지 맛으로 준비했어요. 고소한 약콩, 은은한 쑥 내음이 매력적인 쑥, 싱그러운 홍차 향의 얼그레이, 시나몬과 초콜릿이 달콤하게 어우러진 초코시나몬, 커피와 잘 어울리는 통밀 츄러스, 짭짤한 양파 풍미 가득한 어니언까지! 군것질이 생각나는 날, 잇츠베러 크래커로 죄책감 없는 간식 타임을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",45g,215kcal
[모던구루] 수제 그래놀라 3종,0%,"11,000",0,"바쁜 현대인을 위한 한 끼, 모던구루 그래놀라를 소개해요. '건강하게 잘 챙겨 먹고 사는 것', 언뜻 보면 당연한 일이지만 돌이켜보면 시간에 쫓겨 끼니를 대충 때우는 날이 더 많죠. 자연 재료로 만들어 믿고 먹을 수 있는 모던구루 그래놀라로 분주한 일상 속 가벼운 식사를 챙겨보세요.밀가루, 정제 설탕, 팜유, 버터 없이 친환경 유기농 귀리와 불포화지방산이 가득한 통 견과를 듬뿍 넣어 만들었어요. 정제 설탕 대신 캐나다산 단풍나무 수액으로 단맛을 내고, 스페인산 올리브유로 깊은 풍미를 더했죠. 무엇보다 7시간에 걸쳐 곡물과 견과류를 따로 굽는 방식으로 알맞은 식감을 구현했어요. 단단하게 뭉쳐진 귀리는 종이처럼 퍼석거리지 않고 쿠키처럼 바삭하답니다. 쌉싸름한 커피 향이 진하게 퍼지는 에스프레소, 바닐라빈으로 고급스러운 풍미를 더한 바닐라, 이탈리아산 고급 다크초콜릿으로 단맛을 낸 크런치 카카오까지! 개성 넘치는 세가지 맛으로 준비했으니 취향에 따라 다양하게 즐겨 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",230g,165kcal
불고기 덮밥소스(180g),10%,"5,850","6,500","달짝지근한 풍미로 마음을 사르르 녹여 줄 불고기 덮밥 소스를 준비했어요. 사과로 연육해 부드러운 호주산 청정우는 구기자 간장 양념에 달큰하게 볶아냈어요. 표고버섯과 팽이버섯도 함께 넣어 쫀득한 식감을 더했어요. 설탕 대신 사과와 배로 단맛을 내 더욱 건강한 불고기 덮밥 소스를 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",180g,145kcal
치킨망고 카레소스(180g),15%,"4,250","5,000","

                                    From. 밥상주치의 그리팅


",180g,100kcal
닭고기 가쓰오 덮밥소스(180g),5%,"6,170","6,500","

                                    From. 밥상주치의 그리팅


",180g,190kcal
3無 순한 짜장소스 (180g),15%,"4,670","5,500","

                                    From. 밥상주치의 그리팅


",180g,190kcal
함박스테이크 & 비프브라운소스,5%,"9,970","10,500","촉촉한 육즙에 저절로 함박웃음을 짓게 만들어주는 함박 스테이크를 준비했어요. 스테이크는 소고기와 돼지고기를 최적의 비율로 섞어 다진 뒤 도톰하게 빚어 만들었어요. 양파, 양송이 등을 함께 다져 넣어 풍부한 식감도 함께 느낄 수 있을 거에요.소고기 육수로 만들어 더욱 진한 풍미의 비프 브라운 소스를 곁들이면, 고급 레스토랑 못지않은 함박스테이크를 이제 집에서도 만나 볼 수 있어요.

                                    From. 밥상주치의 그리팅


",405g,550kcal
부드러운 닭가슴살 콥 샐러드,0%,"6,200",0,"차가운 상태로 즐겨도 부드럽고 촉촉한 닭가슴살 콥샐러드를 준비했어요. 신선한 채소믹스에 동식물성 단백질을 골고루 채워줄 닭가슴살과 연자육, 강낭콩 토핑을 얹어보세요. 아삭한 파프리카와 적채, 톡톡 튀는 옥수수콘은 다채로운 식감의 재미를 더해줍니다. 여기에 다양한 토핑을 하나로 어우러주는 양파 치즈 마요 드레싱을 곁들여 드셔보세요.PS. 신선한 상품을 만들기 위해 주문 후 제조합니다. 유통기한은 제조일로부터 4일이니, 안전하게 기한 안에 꼭 드세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",176g,225kcal
멕시칸풍 타코 샐러드 (S/R),0%,"5,900",0,"이국적인 멕시칸풍 샐러드로 일상의 재미를 더해보세요. 돼지고기와 푹 삶은 강낭콩을 구기자 간장소스와 카레 분말, 토마토 페이스트 등으로 만든 양념에 버무린 타코 볶음은 색다른 풍미를 느낄 수 있어요. 오독오독 식감과 영양이 풍부한 견과믹스와 달콤한 옥수수, 올리브를 섞은 채소믹스를 토핑으로 준비했어요. 여기에 고소한 완두콩 바질 후무스를 신선한 채소에 얹고 타코 드레싱을 곁들여 든든하게 즐겨보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",180g,275kcal
[이솔라비오] 유기농 귀리음료 1L,0%,"4,760",0,"

                                    From. 밥상주치의 그리팅


",1000ml,500kcal
[아몬드브리즈] 오리지널 950ml,0%,"3,980",0,"

                                    From. 밥상주치의 그리팅


",950ml,190kcal
마늘 대추 닭다리살구이,5%,"11,210","11,800","

                                    From. 밥상주치의 그리팅


",300g,570kcal
아몬드 멸치볶음,10%,"3,510","3,900","

                                    From. 밥상주치의 그리팅


",50g,140kcal
